blk_cd,od_cnt,hd_pop,hd_kpop,blk_ar,hd_ar,blk_pop,blk_kpop,tratio,tratio2,dist_s1,dist_s2,dist_r1,dist_r2,apt_kpop,blk_kpop2,esti1
"116126",44.8,"32592","24217",4447.58,8167089.926,17.7487365357069,13.1879342380098,1,0,"511","477","1034","1034",0,0,15.818303186904
"125501",1.5,"40970","31108",1,6080350.6189,0.00673809827226903,0.0051161523322857,0,0,"2486","518","62","62",0,0,0.190176620301118
"125530",10.5,"40970","31108",1,6080350.6189,0.00673809827226903,0.0051161523322857,0,0,"2022","99","51","51",0,0,0.156849620301118
"126198",4,"25286","19479",1,20517277.78,0.00123242470424846,0.000949394954285207,0,0,"1719","1727","61","61",0,0,0.200188228517071
"126219",5.5,"25286","19479",40000,20517277.78,49.2969881699384,37.9757981714083,0,0,"1659","1659","168","168",0,0,0.655830682833802
"126782",1.3,"50334","38011",70000,8467882.367,416.087499482856,314.219055565678,0.756468437504987,0,"1175","1028","40","40",0,0,9.53339356245817
"128047",6,"5946","4492",885.83,295566.905,17.8204835889864,13.4627669495,0,0,"629","626","37","37",0,0,0.146291820432653
"128352",0.5,"9263","6678",2914.94,821315.195,32.8754288053809,23.7009730716111,0,0,"586","601","342","340",0,0,1.31595905915466
"128670",70,"27271","20929",1,4896074.9904,0.00556997187613991,0.00427464857892018,1,0,"800","807","724","724",0,0,14.6214515313953
"128685",0.8,"27271","20929",1,4896074.9904,0.00556997187613991,0.00427464857892018,0.969424635940317,0,"441","445","1063","1063",0,0,15.5487636510254
"130795",25,"33402","25760",1,2608025.495,0.0128073901363453,0.00987720405701019,0,0,"163","294","39","39",0,0,0.14484978110205
"132333",10.3,"27749","20254",70000,37889471.674,51.2656923990024,37.4188379346786,1,0,"2191","2180","512","575",0,0,13.8415599762875
"132661",41,"13215","9657",1196.08,237250.4497,66.6224119700794,48.6850270446505,0,0,"909","882","691","691",0,0,2.66483542499578
"133277",8,"16126","12083",1,423787.64,0.0380520772148994,0.0285119216785086,0,0,"333","355","516","516",0,0,1.94916689442665
